Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Sanjay Dhar,Male,1965-05-11T00:00:00Z,Jammu & Kashmir,Village Danow (Bogund),2020-04-07T00:00:00Z,2027-05-10T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,S.P.College Srinagar,Science,University of Kashmir,Not Available,1990,Not Available,Not Available,Not Available,No
Sanjay Kumar Gupta,Male,1961-11-24T00:00:00Z,Not Available,Not Available,2017-06-06T00:00:00Z,2020-07-27T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"Oriental Academy, Jammu","G.G.M Science College, Jammu",Science,University of Jammu,1986,1986,Delhi,No,Not Available,No
Sanjeev Kumar,Male,1966-04-08T00:00:00Z,Jammu & Kashmir,Village Prehta Nagrota,2017-06-06T00:00:00Z,2028-04-07T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Govt. H.S.S. Basohli,Govt. Degree College Kathua,Science,University of Jammu,1988,1989,Jammu and Kashmir,Not Available,Not Available,No
Sindhu Sharma,Female,1972-10-10T00:00:00Z,Not Available,Not Available,2018-08-07T00:00:00Z,2034-10-09T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Punjab University,Not Available,1997,Not Available,Not Available,Not Available,No
Sudesh Kumar Gupta,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Sunil Hali,Male,NA,Jammu & Kashmir,Not Available,2008-03-15T00:00:00Z,2013-02-22T00:00:00Z,Not Available,No,J&K and Ladakh,Yes,Allahabad,2011-04-07T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jammu and Kashmir,Not Available,Not Available,No
Saiyed Saghir Ahmad,Male,1935-07-01T00:00:00Z,Not Available,Not Available,1981-11-02T00:00:00Z,2000-06-30T00:00:00Z,Not Available,No,Allahabad,Yes,J&K and Ladakh,1993-11-01T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Andhra Pradesh,Not Applicable,Yes,1995-03-06T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1961,Uttar Pradesh,No,Not Available,Not Available
T. S. Daobia,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Tirath Singh Thakur,Male,1952-01-04T00:00:00Z,Not Available,Not Available,1994-02-16T00:00:00Z,2017-01-03T00:00:00Z,No,No,J & K and Ladakh,Yes,Delhi,2004-07-01T00:00:00Z,Karnataka,2009-11-17T00:00:00Z,Not Applicable,NA,Yes,Punjab and Haryana,Not Applicable,Not Applicable,Yes,2015-12-03T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Science,Not Available,Not Available,1974,Jammu and Kashmir,No,No,No
Tashi Rabstan,Male,1963-04-10T00:00:00Z,Leh Ladakh,Village SKURBUCHAN,2013-03-08T00:00:00Z,2025-04-09T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,University of Jammu,Not Available,University of Jammu,Not Available,1990,Jammu and Kashmir,Not Available,Not Available,No
Vinod Gupta,Male,1947-09-10T00:00:00Z,Not Available,Not Available,1990-11-07T00:00:00Z,2009-09-09T00:00:00Z,Not Available,No,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Yes,Jharkhand,Himachal Pradesh,Uttarakhand,No,NA,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1970,Delhi,Not Available,Not Available,No
Vinod Kumar Jhanji,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Vinod Koul,Male,1964-01-21T00:00:00Z,Jammu & Kashmir,Village Wanpoo,2020-04-07T00:00:00Z,2026-01-20T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Govt. Hr. Secondary School, Anantnag","Govt. Degree College, Anantnag",Science,Kashmir University,1989,1990,Jammu and Kashmir,Not Available,Not Available,No
Vinod Gupta,Male,1950-01-18T00:00:00Z,Jammu & Kashmir,Not Available,2008-11-05T00:00:00Z,NA,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Jammu and Kashmir University,Not Available,Delhi University,1972,1972,Jammu and Kashmir,Not Available,Not Available,No
Virender Singh,Male,1954-10-07T00:00:00Z,Not Available,Not Available,2002-07-02T00:00:00Z,2016-10-06T00:00:00Z,Not Available,No,Punjab and Haryana,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,"Government College, Rohtak",Not Available,"J.V.Jain College, Saharanpur",Not Available,1978,Punjab and Haryana,Not Available,Not Available,Not Available
Wasi 'Ud' Din,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Yash Nargotra,Male,1947-08-22T00:00:00Z,Jammu & Kashmir,Not Available,2003-01-07T00:00:00Z,2009-08-22T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1975,Jammu and Kashmir,Not Available,Not Available,No
Aftab Hussain Saikia,Male,1949-04-07T00:00:00Z,Assam,Dampus(District: Kamrup),2000-11-15T00:00:00Z,2011-04-06T00:00:00Z,No,No,Gauhati,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Sikkim,J&K and Ladakh,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,"Cotton College, Guwahati",Science,Gauhati University,1974,1974,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,Yes
B. P. Saraf,Male,1939-08-23T00:00:00Z,Not Available,Not Available,1989-01-02T00:00:00Z,2001-08-22T00:00:00Z,No,No,Gauhati,Yes,Bombay,1991-12-11T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Gauhati University,Commerce,Not Available,Not Available,Not Available,Not Available,No,Yes,No
Babulal Chandulal Patel,Male,1943-08-07T00:00:00Z,Gujarat,Ahmedabad,1990-06-21T00:00:00Z,2005-08-06T00:00:00Z,No,No,Gujarat,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Delhi,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Arts (Economics),Gujarat University,1967,1968,Gujarat,No,Yes,No
Badar Durrez Ahmed,Male,1956-03-16T00:00:00Z,Meghalaya,Shillong,2002-12-20T00:00:00Z,2018-03-15T00:00:00Z,No,No,Delhi,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,"Studied in St Edmund's College, Shillong, (1962-1966) and St Columba's High School, New Delhi (1966-1971). Passed the Indian School Certificate Examination in 1971-1972.",St Stephen's College (University of Delhi),Arts (Economics),University of Delhi,1980,1980,Delhi,No,Yes,No
Barin Ghosh,Male,1952-06-05T00:00:00Z,Not Available,Not Available,1995-07-14T00:00:00Z,2014-06-04T00:00:00Z,No,No,Calcutta,Yes,Patna,2005-01-07T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Sikkim,Uttarakhand,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1978,West Bengal,No,No,No
Bhawani Singh,Male,1944-03-28T00:00:00Z,Not Available,Not Available,1988-12-16T00:00:00Z,2006-03-27T00:00:00Z,No,No,Himachal Pradesh,Yes,J&K and Ladakh,1996-03-21T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Madhya Pradesh,Gujarat,No,NA,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,"S.D. College, Lahore",Not Available,"Punjab University,",Not Available,1968,Not Available,Not Available,Not Available,Not Available
Fakkir Mohamed Ibrahim Kalifulla,Male,1951-07-23T00:00:00Z,Not Available,Not Available,2000-03-20T00:00:00Z,2016-07-22T00:00:00Z,No,No,Madras,Yes,J&K and Ladakh,2011-02-24T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,Yes,2012-04-02T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Arts,Not Available,Not Available,1975,Not Available,No,Yes,Yes
Gita Mittal,Female,1958-12-09T00:00:00Z,Not Available,Not Available,2004-07-16T00:00:00Z,2020-12-08T00:00:00Z,No,No,Delhi,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,She studied in the Science batch of Lady Irwin Higher Secondary School  and passed the exam in 1975.,Lady Shri Ram College For Women (University of Delhi),Arts (Economics),"Campus Law Centre, University of Delhi",1981,1981,Not Available,No,No,No
H. K. Sema,Male,1943-06-01T00:00:00Z,Not Available,Not Available,1989-05-24T00:00:00Z,2008-05-31T00:00:00Z,No,No,Gauhati,Yes,J&K and Ladakh,2001-06-07T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,Yes,2002-04-09T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"St. Joseph College, Darjeeling",Not Available,"Govt. Law College, Mumbai",1970,1971,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,No
K.S. Radhakrishnan,Male,1949-05-15T00:00:00Z,Not Available,Not Available,1995-05-17T00:00:00Z,2014-05-14T00:00:00Z,No,No,Kerala,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Gujarat,Not Applicable,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,He had his education at Cochin.,Not Available,Science,Not Available,Not Available,1973,Not Available,No,No,Yes
M. Ramakrishna,Male,1936-04-13T00:00:00Z,Not Available,Not Available,1983-01-10T00:00:00Z,1998-04-12T00:00:00Z,No,No,Karnataka,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Gauhati,Not Applicable,No,NA,Bar,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1968,Not Available,Not Available,Not Available,Not Available
Manmohan Sarin,Male,1946-10-20T00:00:00Z,Not Available,Not Available,1995-05-17T00:00:00Z,2008-10-19T00:00:00Z,No,No,Delhi,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Narayanan Nadar Paul Vasanthakumar,Male,1955-03-15T00:00:00Z,Not Available,Not Available,2005-12-10T00:00:00Z,2017-03-14T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Science,Not Available,Not Available,1980,Not Available,No,Yes,Yes
Pankaj Mithal,Male,1961-06-17T00:00:00Z,Not Available,Not Available,2006-07-07T00:00:00Z,2023-06-16T00:00:00Z,No,No,Allahabad,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Allahabad University,Commerce,"Meerut College, Meerut (Ch. Charan Singh University)",1985,1985,Uttar Pradesh,No,No,No
S. N. Jha,Male,NA,Not Available,Not Available,NA,2007-06-15T00:00:00Z,No,No,Patna,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1969,Not Available,Not Available,Not Available,Not Available
S.C. Mathur,Male,1932-03-18T00:00:00Z,Not Available,Not Available,1978-03-30T00:00:00Z,1994-03-17T00:00:00Z,No,No,Allahabad,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1959,Uttar Pradesh,Not Available,Not Available,Not Available
Sukhdev Singh Kang,Male,1931-05-15T00:00:00Z,Not Available,Not Available,1979-02-19T00:00:00Z,1993-05-14T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
